Name,Overall Quality,Total Ratings,Hot,Easiness,Department,College
"Edelman, Lee",3.5,50,Hot,2.1,English,Tufts
"Edmonds, John",4,1,Not Hot,5,Education,Tufts
"Eggleston, Karen",3.2,10,Not Hot,3.4,Economics,Tufts
"Eisenberg, Andrew",5,1,Hot,4,Mathematics,Tufts
"El-Shihibi, Fathi",3.5,3,Not Hot,3.7,History,Tufts
"Ellmore, George",3.9,51,Hot,3.1,Science,Tufts
"Emerson, Sheila",4.2,15,Hot,2.7,English,Tufts
"Ennis, James",2.9,21,Not Hot,2.5,Social Science,Tufts
"Erickson, Shelly",5,1,Hot,3,Japanese,Tufts
"Ertan, Arhan",3.1,4,Not Hot,3.5,Economics,Tufts
"Edgers, Lewis",3.7,6,Not Hot,3,Engineering,Tufts
"Edwards, Aurelie",4.5,8,Hot,3.4,Engineering,Tufts
"Eichenberg, Richard",3.8,56,Not Hot,2.7,Political Science,Tufts
"Ekbladh, David",4.6,6,Hot,3,History,Tufts
"Elkind, David",3.4,15,Not Hot,4,Education,Tufts
"Elsky, Stephanie",5,1,Not Hot,2,Humanities,Tufts
"Engelking, Larry",3,7,Hot,1.6,Medicine,Tufts
"Epstein, Brian",5,1,Hot,4,Philosophy,Tufts
"Ernst, Susan",3.6,6,Not Hot,2.5,Biology,Tufts
"Esielonis, Karyn",3,2,Not Hot,4.5,Art History,Tufts
"Estevan, Fernanda",2.2,2,Hot,3,Economics,Tufts
"Fantini, Sergio",4,5,Hot,3.2,Engineering,Tufts
"Fee, Dwight", ,0,Not Hot, ,Sociology,Tufts
"Feldberg, Ross",4.1,20,Not Hot,2.3,Biology,Tufts
"Fenallosa, Michael",2,1,Not Hot,2,Economics,Tufts
"Feng, Jianping",4.5,13,Not Hot,2.8,Chinese,Tufts
"Fernandez-Armesto, Felipe",3.9,8,Not Hot,3.1,History,Tufts
"Fiedler, Diane",1,1,Not Hot,1,Fine Arts,Tufts
"Finnegan, Katharine",3.7,3,Not Hot,4.3,Fine Arts,Tufts
"Fish, Thomas",3.3,5,Hot,4,Theater,Tufts
"Evrigenis, Ioannis",4.2,13,Hot,2.6,Political Science,Tufts
"Faubion, Zachary",3.8,4,Hot,2.8,Mathematics,Tufts
"Feigenbaum, Lenore",4.8,11,Not Hot,3.5,Mathematics,Tufts
"Feldman, David",3.4,25,Not Hot,3.2,Child Development,Tufts
"Feneberg, Winfried",5,2,Hot,3,Education,Tufts
"Fermental, Dennis",3.9,8,Not Hot,2.6,Electrical Engineering,Tufts
"Fey, Richard",2.2,3,Not Hot,2.7,Economics,Tufts
"Finn, Gavin",5,1,Not Hot,2,Entrepreneurship,Tufts
"Fischman, Joshua",3.4,4,Hot,3,Economics,Tufts
"Fister, Richard",5,1,Hot,1,Medicine,Tufts
"Flynn, Carol",4.1,6,Hot,3.2,English,Tufts
"Forber, Patrick",5,4,Hot,3.5,Philosophy,Tufts
"Foster, Elizabeth",3.5,1,Not Hot,1,History,Tufts
"Freudenriech, Catherine",3.5,1,Hot,2,Biology,Tufts
"Frumosu, Alex",4.7,11,Hot,2.8,Mathematics,Tufts
"Fuhrman, Juliet",4.7,3,Not Hot,3,Biology,Tufts
"Fusillo, Michael",4.5,1,Not Hot,3,Economics,Tufts
"Gallagher, Hugh",4,4,Not Hot,2.2,Physics,Tufts
"Garden, Kenneth",4.2,4,Hot,2.8,Religion,Tufts
"Gardner, Geoffrey",4.1,14,Not Hot,3,English,Tufts
"Folta, Sara",2.9,6,Not Hot,3.5,Health Science,Tufts
"Ford, Lawrence",1.5,1,Not Hot,5,Physics,Tufts
"Freudenreich, Catherine",2.6,16,Hot,1.6,Science,Tufts
"Frisken, Sarah",3.2,2,Not Hot,1.5,Computer Science,Tufts
"Frumosu, Mihail",3.8,5,Not Hot,2.8,Mathematics,Tufts
"Fujihira, Shinju",4.2,11,Not Hot,2.8,Political Science,Tufts
"Fyler, John",3.9,10,Not Hot,3.7,English,Tufts
"Garant, Linda",4.8,13,Hot,2.8,Mathematics,Tufts
"Gardner, Dore",4.1,5,Not Hot,4.4,Fine Arts,Tufts
"Gardulski, Anne",4.8,14,Not Hot,3.9,Science,Tufts
"Garman, David",4.1,11,Not Hot,2.3,Economics,Tufts
"Gasior Altman, Rebecca",5,1,Hot,3,Community Health Sciences,Tufts
"Gaudette, Michelle",2,23,Not Hot,1.7,Biology,Tufts
"Geoghegan, Annie",2.4,28,Not Hot,2,Languages,Tufts
"Georgakoudi, Irene",2.5,4,Not Hot,1.5,Engineering,Tufts
"Gibson, Rebecca",2.8,5,Not Hot,3,English,Tufts
"Gidney, Calvin",4.2,26,Not Hot,2.7,Child Development,Tufts
"Gillette, Marie",4.7,18,Not Hot,3.5,French,Tufts
"Glaser, James",4.3,33,Hot,3.2,Political Science,Tufts
"Glater, Marilyn",3.1,5,Not Hot,2.8,Political Science,Tufts
"Gasarian, Gerard",4.7,12,Not Hot,3.2,Languages,Tufts
"Gassel, Tanya",4.3,6,Hot,4.2,Russian,Tufts
"Genster, Julia",2.7,30,Not Hot,2.7,English,Tufts
"Georgakis, Christos",1.5,3,Not Hot,1.3,Engineering,Tufts
"Gerassi-Navarro, Nina",5,1,Hot,4,Latin American Studies,Tufts
"Gick, Wolf", ,0,Not Hot, ,Economics,Tufts
"Gill, Gerald",4.7,19,Not Hot,2.9,History,Tufts
"Gittleman, Sol",4.5,25,Not Hot,3.9,German,Tufts
"Glaser, Mary",4.9,43,Not Hot,3.2,Mathematics,Tufts
"Gleason, Nancy",3.8,4,Hot,3.8,Political Science,Tufts
"Gnedenko, Ekaterina",2.6,5,Not Hot,4.2,Economics,Tufts
"Goldberg, Ariel",4,1,Hot,4,Psychology,Tufts
"Goldman, Michael",4,1,Not Hot,2,Political Science,Tufts
"Goldstein, Elle",3,2,Hot,2.5,Mathematics,Tufts
"Golzman, Cynthia",4.5,1,Not Hot,5,Languages,Tufts
"Goppee, Evita",4.8,2,Hot,2.5,English,Tufts
"Goze, Gulfer", ,0,Not Hot, ,English,Tufts
"Greenhill, Kelly",3.4,15,Hot,2.4,Political Science,Tufts
"Gregory, Matthew",2.9,22,Not Hot,3.3,Social Science,Tufts
"Griffiths, Jeffrey",4,1,Not Hot,2,Health Science,Tufts
"Goh, Kelvin",4.5,2,Not Hot,1.5,English,Tufts
"Goldberg, Pamela",2.8,3,Not Hot,3.7,Business,Tufts
"Goldsmith, Marc",3.7,3,Not Hot,4,Psychology,Tufts
"Goldstein, Gary",2.1,4,Not Hot,3.2,Physics,Tufts
"Gonzalez, Fulton",4.2,20,Not Hot,3,Mathematics,Tufts
"Gosztyla, Mark",4.2,3,Not Hot,3.3,English,Tufts
"Green, Jack",3.9,5,Not Hot,2.4,Economics,Tufts
"Greenwald, Deborah",4.6,4,Not Hot,4,Psychology,Tufts
"Griffin, Richard",5,3,Hot,2.3,Psychology,Tufts
"Grimm, Geraldine",4.6,4,Hot,3.8,German,Tufts
"Grossman, Barbara",4.3,11,Not Hot,3.9,Theater,Tufts
"Gugino, Jessica",3.7,5,Not Hot,3.8,Religion,Tufts
"Gunther, Leon",2.3,9,Not Hot,3.1,Science,Tufts
"Guss, David",2.2,12,Not Hot,2.7,Anthropology,Tufts
"Gutierrez, Mauricio",1.5,41,Not Hot,2.2,Mathematics,Tufts
"Guzman, Eulogio",3.6,4,Not Hot,2.8,Art History,Tufts
"Haas, Terry",2.6,5,Not Hot,3.6,Science,Tufts
"Hague, Chuck",3.3,9,Not Hot,2.9,Mathematics,Tufts
"Hakim, Zeina",4.9,5,Hot,3.4,French,Tufts
"Halpern, Betsey",3.5,1,Not Hot,3,Classics,Tufts
"Guertin, Robert",1.9,13,Not Hot,2.2,Science,Tufts
"Gunduz, Ozzy",4.4,5,Hot,3.4,Arabic,Tufts
"Gurfinkel, Helena",4,1,Not Hot,3,English,Tufts
"Gute, David",4.4,7,Not Hot,4.1,Engineering,Tufts
"Guyer, Samuel",4.1,5,Not Hot,3.8,Computer Science,Tufts
"Gyure, Dale",2.3,6,Not Hot,1.7,Engineering,Tufts
"Haber, Judith",3.9,23,Hot,2.7,English,Tufts
"Hahn, Marjorie",2.4,16,Not Hot,2.4,Mathematics,Tufts
"Halabi, Awad",2.8,9,Not Hot,3.1,History,Tufts
"Haltom, Pam",4.6,18,Not Hot,3.9,Languages,Tufts
"Hammer, David",3.6,5,Not Hot,2,Physics,Tufts
"Hannon, Daniel",4,6,Not Hot,3.8,Engineering,Tufts
"Hardman, Anna",4,3,Not Hot,1.7,Economics,Tufts
"Hartimo, Mirja",4.5,1,Hot,5,Philosophy,Tufts
"Hasselmann, Chris",3.2,3,Hot,2.3,Political Science,Tufts
"Hatem, David",4,1,Hot,2,Engineering,Tufts
"Henein, Eglal",4.4,7,Not Hot,2.4,French,Tufts
"Herbst, Roni",5,1,Hot,4,Experimental College,Tufts
"Hernandez, Mark",2.8,6,Not Hot,3.2,Languages,Tufts
"Hescott, Benjamin",4.9,32,Hot,3.2,Computer Science,Tufts
"Hankour, Rachid", ,0,Not Hot, ,Engineering,Tufts
"Harder, David",2.9,14,Not Hot,2.2,Psychology,Tufts
"Harrington, Matthew",3.8,4,Not Hot,2.5,Not Specified,Tufts
"Hasselblatt, Boris",4.1,16,Not Hot,2.7,Mathematics,Tufts
"Hassoun, Soha",3.2,10,Not Hot,2.3,Computer Science,Tufts
"Helwege, Ann",4.1,4,Not Hot,3.2,Political Science,Tufts
"Herbert, Jean",4.2,6,Not Hot,3.2,English,Tufts
"Herklotz, Kai",4.9,6,Hot,3.5,German,Tufts
"Hershman, Marcie",3.6,13,Not Hot,2.9,English,Tufts
"Hill, Joshua",4.8,2,Not Hot,4,History,Tufts
"Hill, Tony",2,2,Not Hot,2,Political Science,Tufts
"Hirata, Hosea",4.2,6,Hot,3.3,Japanese,Tufts
"Hirschfeld, Amy",4.5,1,Not Hot,3,Engineering,Tufts
"Ho, Wen-Yee",2.6,11,Not Hot,4,Languages,Tufts
"Hoffman, Eva",4.2,16,Hot,3.4,Fine Arts,Tufts
"Hoft, Thomas",5,3,Not Hot,2.3,Mathematics,Tufts
"Hopwood, Jeffrey",4.8,5,Not Hot,4,Engineering,Tufts
"Howard, Russell",4.5,1,Not Hot,4,Political Science,Tufts
"Hoyt, Adam",5,1,Hot,5,Physical Education,Tufts
"Hutaff, Margaret",4.5,17,Not Hot,3.6,Theology,Tufts
"Hines, Eric",3.9,6,Not Hot,1.8,Engineering,Tufts
"Hirsch, Steven",4.3,13,Not Hot,3.1,Classics,Tufts
"Hitchner, Bruce",4.5,6,Not Hot,3.5,Classics,Tufts
"Hodgman, John",3.8,3,Not Hot,3.7,Ethnic Studies,Tufts
"Hofkosh, Sonia",4.1,7,Not Hot,2.7,English,Tufts
"Holcomb, Phillip",3.2,24,Not Hot,2.8,Psychology,Tufts
"Horsley, Scott",5,2,Hot,2,Political Science,Tufts
"Howe, Elizabeth",3.2,7,Not Hot,2.9,Languages,Tufts
"Hurka, Joseph",4.9,21,Hot,3.5,English,Tufts
"Hyatt, Raymond",2.5,6,Not Hot,3.5,Sociology,Tufts
"Inouye, Charles",3.5,14,Not Hot,2.6,Languages,Tufts
"Isles, David",2.6,9,Not Hot,2.4,Mathematics,Tufts
"Jackendoff, Ray",2.8,4,Not Hot,1.5,Philosophy,Tufts
"Jacob, Robert",3.3,10,Not Hot,3.9,Computer Science,Tufts
"Jacque, Laurent",4.5,2,Not Hot,3,Business,Tufts
"Jajji, Fadi",3.8,17,Not Hot,1.8,Arabic,Tufts
"James, Thomas",4,1,Not Hot,3,Mechanical Engineering,Tufts
"Jankowsky, Richard",5,1,Not Hot,2,Music,Tufts
"Johnson, Vida",4.8,4,Not Hot,3.8,Russian,Tufts
"Johnston, Sybil",3.5,7,Not Hot,3.6,English,Tufts
"Irwin, Kevin",4.2,3,Not Hot,3.3,Community Health Sciences,Tufts
"Jack, Kelsey",4.5,1,Hot,3,Economics,Tufts
"Jackson, Virginia",4.3,8,Not Hot,3,English,Tufts
"Jacobs, Francine",5,1,Not Hot,3,Urban Planning,Tufts
"Jahan, Sarwat",1.5,4,Not Hot,2,Economics,Tufts
"Jalal, Ayesha",3.3,8,Not Hot,2.5,History,Tufts
"Jampel, Robert",4.1,10,Not Hot,3.2,Psychology,Tufts
"Johnson, Ronna",3,26,Not Hot,2.9,English,Tufts
"Johnson, Virginia",4,4,Hot,2.5,Theater,Tufts
"Jordan, Brian",4.1,8,Hot,4.8,English,Tufts
"Jorgensen, Luke",5,1,Hot,3,Theater,Tufts
"Joseph, Paul",3.1,19,Not Hot,3.4,Social Science,Tufts
"Joyner, Valencia",3.1,6,Not Hot,2.2,Engineering,Tufts
"Kachanov, Mark",2.1,5,Not Hot,2.8,Mechanical Engineering,Tufts
"Kaiser-Lenoir, Claudia",4.3,9,Hot,4,Languages,Tufts
"Kanarek, Robin",4,4,Not Hot,3.5,Psychology,Tufts
"Kaplan, David",4.1,12,Not Hot,3,Engineering,Tufts
"Karlins, Mark",3.8,19,Not Hot,3.1,English,Tufts
"Kaufmann, Gail",4.9,35,Not Hot,3.3,Mathematics,Tufts
"Kelley, Paul",1.2,2,Not Hot,1,Electrical & Comp. Engineering,Tufts
"Joseph, Andy",1.5,1,Not Hot,3,Experimental College,Tufts
"Joseph, Peniel",2.2,2,Not Hot,2,History,Tufts
"Julian, John",3,11,Not Hot,3.8,French,Tufts
"Kagawa, Kiyomi",4.7,12,Not Hot,2.6,Japanese,Tufts
"Kaminishi, Ikumi",3.7,6,Not Hot,2.3,Art History,Tufts
"Kapila, Shruti",1,3,Not Hot,1.7,History,Tufts
"Kappeler, Erin",4,2,Hot,3.5,English,Tufts
"Kaufman, Mark",4.5,1,Not Hot,2,English,Tufts
"Kaytrosh, JP",3,1,Not Hot,4,Not Specified,Tufts
"Kelly, Erin",3.4,7,Hot,2.9,Philosophy,Tufts
"Kelly, Nancy",3.2,5,Not Hot,3.6,Languages,Tufts
"Kenny, Jonathan",3,17,Not Hot,2.9,Science,Tufts
"Kilmer, Misha",4.4,10,Hot,3.4,Mathematics,Tufts
"Kimball, Grayson",3,2,Not Hot,5,Psychology,Tufts
"King, Emily",5,2,Hot,3,English,Tufts
"Kirsch, Jamie",5,5,Hot,4.8,Music,Tufts
"Knox, Andrew (aj)",5,1,Not Hot,3,Theater,Tufts
"Kober, Gal",5,7,Hot,3.1,Philosophy,Tufts
"Koegel, Susan",5,3,Hot,4,Biology,Tufts
"Kosinski, Karen",3.5,8,Not Hot,2.6,Community Health Sciences,Tufts
"Kennedy-Day, Kiki",1.2,2,Not Hot,4.5,Comparative Religion,Tufts
"Khardon, Roni",2.1,5,Not Hot,2,Computer Science,Tufts
"Kim, Sunghyun",3.1,7,Not Hot,3.4,Mathematics,Tufts
"Kimelman, Hava",4.6,9,Hot,4.3,Languages,Tufts
"King, Sarah",4.6,5,Hot,3,English,Tufts
"Klatt, Andrew",4.1,9,Not Hot,2.8,Languages,Tufts
"Koban, Angie",4.1,4,Hot,2.5,Psychology,Tufts
"Kocharyan, Karlen",3.2,2,Not Hot,4,Electrical & Comp. Engineering,Tufts
"Koizumi, Shiori",4.7,19,Hot,3.3,Japanese,Tufts
"Krimsky, Sheldon",2.7,3,Not Hot,2.7,Political Science,Tufts
"Krishnan, Venky",2.5,1,Not Hot,2,Mathematics,Tufts
"Kryatov, Sergei",4,33,Hot,2.8,Science,Tufts
"Kumar, M. S. A.",4,2,Hot,1,Medicine,Tufts
"Kuperberg, Gina",3.2,4,Not Hot,3.5,Psychology,Tufts
"Kutsoati, Edward",2.9,12,Not Hot,2.9,Economics,Tufts
"Lane, Kristin",5,1,Hot,4,Psychology,Tufts
"Langsner, Meron",5,6,Hot,3.3,Theater,Tufts
"Lasser, Ron",3.3,10,Not Hot,2.6,Electrical & Comp. Engineering,Tufts
"Laurent, Pierre",3,3,Not Hot,3,History,Tufts
"Leavis, Paul",5,1,Not Hot,4,Medicine,Tufts
"Kritzer, Joshua",3.6,5,Not Hot,2.2,Chemistry,Tufts
"Kumar, Krishna",4.4,19,Hot,2,Science,Tufts
"Kuo, Ya Pei",5,3,Hot,4.3,History,Tufts
"Kuriyama, Joann",4.8,3,Not Hot,3.7,Languages,Tufts
"Laermer, Matthew",4.7,8,Hot,4.6,Film,Tufts
"Lang, Kenneth",3,60,Not Hot,3.6,Science,Tufts
"Langstraat, Jeff",4.5,2,Hot,1.5,Sociology,Tufts
"Laurent, Jaque",4,1,Not Hot,2,Business,Tufts
"Leavell, Elizabeth",4.8,23,Hot,3.4,English,Tufts
"Lee, David",3.1,5,Not Hot,2.8,Science,Tufts
"Lee, Kyongbum",4.3,5,Hot,2.4,Engineering,Tufts
"Leighton, Kimberly",3,4,Not Hot,4,Philosophy,Tufts
"Lekus, Ian",1,1,Not Hot,2,History,Tufts
"Lemons, Elizabeth",3.5,14,Not Hot,2.9,Theology,Tufts
"Leupp, Gary",3.8,17,Not Hot,3,History,Tufts
"Levine, Stephanie",4,11,Not Hot,4.3,English,Tufts
"Levinson, Jim",5,4,Hot,2.5,Nutrition,Tufts
"Lewis, Sara",5,3,Hot,3.7,Science,Tufts
"LI, Mushi",4.8,3,Hot,4,Chinese,Tufts
"Lim, Kyung-Taek",4.8,2,Not Hot,3,Mathematics,Tufts
"Lehrman, Paul",5,3,Not Hot,2.7,Music,Tufts
"Leisk, Gary",4,14,Not Hot,3.4,Mechanical Engineering,Tufts
"Lemelin, Christopher",4.5,2,Not Hot,3.5,Russian,Tufts
"Lerner, Richard",4.3,6,Not Hot,3.2,Child Development,Tufts
"Levin, Marilyn",1.8,5,Not Hot,3.4,Art,Tufts
"Levine, Stephen",2,3,Not Hot,2.3,Engineering,Tufts
"Levy-Konesky, Nancy",4.2,12,Hot,3.3,Languages,Tufts
"Li, Jinyu",4.7,10,Not Hot,3.3,Chinese,Tufts
"Li, Zhiqiang",4.9,8,Not Hot,3.8,Chinese,Tufts
"Link, Monica",5,2,Hot,3.5,Philosophy,Tufts
"Lipsky, James",4.1,4,Not Hot,4.2,Sign Language,Tufts
"Locke, David",3.6,7,Not Hot,3.3,Music,Tufts
"Lopez, Alberto",4.5,4,Not Hot,2.5,Mathematics,Tufts
"Loury, Linda",3.1,11,Not Hot,2.9,Economics,Tufts
"Lucero, Jose",5,1,Hot,2,Political Science,Tufts
"Lurz, John",4.5,9,Hot,3,English,Tufts
"Lyman, Mela",4.5,1,Not Hot,3,Studio Art,Tufts
"Ma, Ning", ,0,Not Hot, ,Chinese,Tufts
"MacIntyre, Tom",5,4,Hot,4.5,Fine Arts,Tufts
"MacLachlan, Scott",4.2,4,Hot,3.5,Mathematics,Tufts
"Litvak, Joseph",3.6,16,Hot,2.8,English,Tufts
"Loh, Penn",5,1,Hot,4,Urban Planning,Tufts
"Lopez Martin, Alberto",4.7,7,Hot,4,Mathematics,Tufts
"Luallen, Jeremy",4.1,23,Hot,2.4,Economics,Tufts
"Lucia, Lisa", ,0,Not Hot, ,Psychology,Tufts
"Luz-Alterman, Steven",2.5,5,Not Hot,3.4,Education,Tufts
"Lynch, Margaret",3.6,8,Not Hot,2.4,Biology,Tufts
"MacDonald, Wanda",3.6,20,Not Hot,3.3,English,Tufts
"MacKi, Adrienne",4.5,3,Not Hot,3.3,Theater,Tufts
"Maddox, Keith",4.4,12,Hot,3.5,Psychology,Tufts
"Magrini-Butera, Fiorella",4,4,Not Hot,2.8,Languages,Tufts
"Mahoney, Anne",4,15,Not Hot,2.2,Classics,Tufts
"Mandel, Mike",3,2,Not Hot,3.5,Studio Art,Tufts
"Mann, W. Anthony",1.7,15,Not Hot,2.2,Science,Tufts
"Manos, Steven",1,1,Not Hot,2,Experimental College,Tufts
"Manso, Ildefonso",4.6,19,Not Hot,3.8,Languages,Tufts
"Manz, Beatrice",2.6,9,Not Hot,2.7,History,Tufts
"Marcelin, Teresa",3.8,16,Not Hot,2.6,Languages,Tufts
"Marcopoulos, George",4.7,13,Not Hot,3.5,History,Tufts
"Marquette, Scarlet",3.8,5,Hot,2.2,Russian,Tufts
"Mahmoud, Mohamed",4.5,1,Not Hot,5,Theology,Tufts
"Malchow, Howard",2.9,7,Not Hot,2.9,History,Tufts
"Manjapra, Kris",3.9,4,Hot,3.5,History,Tufts
"Manno, Vincent",4.3,9,Hot,2.9,Mechanical Engineering,Tufts
"Mansfield, Rachel",4.6,4,Hot,2.2,Theater,Tufts
"Manuelian, Lucy",3.2,8,Not Hot,2.9,Fine Arts,Tufts
"Manzella, Abigail",2.5,2,Not Hot,2.5,English,Tufts
"Marchesini, Danilo",2.5,6,Not Hot,3.7,Science,Tufts
"Margalit, Dan",5,4,Hot,3.8,Mathematics,Tufts
"Marquez-Raffetto, Tamara",4.7,13,Hot,2.8,Languages,Tufts
"Marrone, Steven",4.2,18,Not Hot,3.4,History,Tufts
"Martin, Alberto",4.5,1,Not Hot,5,Mathematics,Tufts
"Martinez De Vbago, Gabriela",4.2,9,Hot,3.6,Languages,Tufts
"Mastrodomenico, Carol",5,4,Hot,3.5,Music,Tufts
"Matson, Douglas",4.4,12,Hot,2.9,Mechanical Engineering,Tufts
"McCabe, Ina",3,1,Hot,4,History,Tufts
"McClellan, Andrew",4.4,4,Not Hot,3.2,Fine Arts,Tufts
"McDonald, John",5,3,Hot,3.3,Music,Tufts
"McGrath, Joseph",4.7,7,Not Hot,3,Mathematics,Tufts
"McKissick, Gary",3.4,18,Not Hot,2.8,Political Science,Tufts
"Marrow, Helen",4,2,Hot,2.5,Sociology,Tufts
"Martin, Felipe",1.3,10,Not Hot,2.3,Economics,Tufts
"Mastraccio, Carla",3.8,3,Not Hot,3,English,Tufts
"Masuoka, Natalie",2.4,12,Not Hot,3.7,Political Science,Tufts
"Mazaheri, Nimah",3,4,Not Hot,2.5,Political Science,Tufts
"McCann, John",4.2,15,Not Hot,4.7,Music,Tufts
"McConnell, Jeffrey",2.8,24,Not Hot,3.2,Philosophy,Tufts
"McEldowney, Elliott",5,2,Hot,3,Physical Ed,Tufts
"McHugh, Christopher",3.2,10,Not Hot,4,Economics,Tufts
"McLaughlin, Kelly",4.7,19,Hot,2.6,Science,Tufts
"McLaughlin, Michael",4.8,7,Not Hot,4.3,Music,Tufts
"McMillan, Margaret",3.3,7,Hot,3.6,Economics,Tufts
"McPherson, Lionel",3,11,Hot,2.9,Philosophy,Tufts
"McVey, Mitch",4.8,8,Hot,3.2,Biology,Tufts
"Meiri, Karina",5,1,Hot,1,Science,Tufts
"Mejia, Claudia",4,9,Hot,3.2,Languages,Tufts
"Meller, Victoria",1.5,3,Not Hot,1.3,Science,Tufts
"Menegotto, Deborah",3.4,6,Hot,3.3,Economics,Tufts
"Metcalf, Gilbert",2.7,10,Not Hot,1.7,Economics,Tufts
"Miczek, Klaus",2.7,17,Not Hot,2.6,Psychology,Tufts
"McMenamy, Jannette",4.2,2,Not Hot,3.5,Child Development,Tufts
"McNinch, George",4,2,Not Hot,3,Mathematics,Tufts
"McTighe, Monica",3,3,Not Hot,2,Art History,Tufts
"Mederos, Raysa",4.9,7,Hot,4,Languages,Tufts
"Meister, Maureen",4.1,10,Not Hot,2.6,Architecture,Tufts
"Meldon, Jerry",2.8,9,Not Hot,2.6,Engineering,Tufts
"Meltzer, Lynn",5,1,Not Hot,4,Child Development,Tufts
"Merzlak, Regina",3.7,10,Not Hot,3.9,Languages,Tufts
"Michalopoulos, Stelios",3.8,2,Not Hot,2.5,Economics,Tufts
"Midgley, Katherine", ,0,Not Hot, ,Psychology,Tufts
"Millay, Amy",4.4,4,Hot,3.5,Languages,Tufts
"Miller, Eric",4.5,2,Not Hot,1,Engineering,Tufts
"Miller, Neil",3.5,10,Hot,3,English,Tufts
"Minardi, Lee",2.9,63,Not Hot,3.6,Civil Engineering,Tufts
"Mistry, Jayanthi",2.5,11,Not Hot,3.7,Child Development,Tufts
"Moaveni, Babak",5,1,Not Hot,2,Civil Engineering,Tufts
"Molay, Bruce",4.8,10,Not Hot,2.4,Computer Science,Tufts
"Moreno Rocha, Monica",4.1,5,Not Hot,2.8,Mathematics,Tufts
"Morrison, Charles",3.5,2,Not Hot,5,Experimental College,Tufts
"Morrison, Steve",4.6,11,Hot,2.9,Electrical Engineering,Tufts
"Miller, Emily",4.5,1,Not Hot,2,English,Tufts
"Miller, Michael",3.9,4,Not Hot,3,Economics,Tufts
"Miller-Jacobs, Harold",4.2,5,Not Hot,4,Psychology,Tufts
"Mirkin, Sergei",5,3,Hot,1.3,Biology,Tufts
"Mizell, Linda",4,6,Not Hot,3,Education,Tufts
"Modares, Mehdi",3.5,1,Not Hot,2,Engineering,Tufts
"Montez, Noe",5,3,Not Hot,3.7,Fine Arts,Tufts
"Morita, Kiyoko",4.8,12,Not Hot,3.5,Japanese,Tufts
"Morrison, John",4.5,1,Hot,2,Medicine,Tufts
"Morse, Christopher",3.4,74,Not Hot,1.7,Chemistry,Tufts
"Morwick, Kristen",3,1,Not Hot,3,Physical Ed,Tufts
"Mufti, Malik",3.5,29,Not Hot,2.2,Political Science,Tufts
"Mulgrew, Anne",3.5,9,Not Hot,2.3,Languages,Tufts
"Mumme, Donna",4.9,11,Not Hot,3.5,Psychology,Tufts
"Murphy, Brian",4.5,1,Not Hot,5,Physical Ed,Tufts
"Naginski, Isabelle",3.8,6,Not Hot,3.5,Languages,Tufts
"Napier, Susan",3.3,8,Hot,3.6,Ethnic Studies,Tufts
"Nava-Coulter, Brett", ,0,Not Hot, ,Sociology,Tufts
"Nelson, Frederick",3.3,5,Not Hot,4,Mechanical Engineering,Tufts
"Nielson, Boyd",4.3,3,Not Hot,3,English,Tufts
"Mosher, William",3.6,9,Not Hot,2.6,Economics,Tufts
"Mulder, James",5,1,Hot,3,English,Tufts
"Mulholland, Daniel",3.6,17,Not Hot,2.8,History,Tufts
"Munoz, Vincent",4,1,Hot,2,Political Science,Tufts
"Murphy, Charles",4.8,4,Not Hot,3.5,Economics,Tufts
"Napier, Austin",3,8,Not Hot,3.5,Science,Tufts
"Nathanson, Sinaia",3.9,25,Hot,3.4,Psychology,Tufts
"Nelson, Charles",2.2,2,Not Hot,5,German,Tufts
"Newman, Anthony",2.8,12,Not Hot,3.5,Philosophy,Tufts
"Nitecki, Zbigniew",3.1,27,Not Hot,2.3,Mathematics,Tufts
"Noonan, Joseph",4.4,7,Hot,2.3,Electrical Engineering,Tufts
"O'Brien, Mark",2.7,3,Not Hot,2.7,Mathematics,Tufts
"O'Donoghue, Diane", ,0,Not Hot, ,Archaeology,Tufts
"Older, Dora",4.4,12,Not Hot,4.2,Languages,Tufts
"Olia, Masoud",4.4,11,Not Hot,3.9,Engineering,Tufts
"Olson, Brandon", ,0,Not Hot, ,Not Specified,Tufts
"Oppenheim, Adele",4.7,14,Not Hot,3.6,Languages,Tufts
"Oster-Sach, Roberta",4.5,2,Not Hot,3,Social Work,Tufts
"Ozkal, Ozlem",3.5,1,Not Hot,5,Studio Art,Tufts
"Palou, Pedro A",5,1,Not Hot,4,Languages,Tufts
"Norman, George",3.8,42,Hot,3.3,Economics,Tufts
"O'Dell, Jackie",5,1,Not Hot,4,English,Tufts
"O'Leary, David",3.8,9,Not Hot,3.8,Theology,Tufts
"Olfert, Christiana",5,1,Not Hot,4,Philosophy,Tufts
"Oliver, William",3.1,8,Not Hot,2.4,Science,Tufts
"Omenetto, Fio",4.3,3,Hot,3.3,Engineering,Tufts
"Orians, Colin",3.4,4,Not Hot,3,Science,Tufts
"Ostrander, Susan",2.7,23,Not Hot,3.1,Social Science,Tufts
"Pacini, Deborah",3,1,Not Hot,3,Anthropology,Tufts
"Panetta, Karen",3.5,16,Not Hot,2.9,Electrical Engineering,Tufts
"Panzer, Matthew",5,5,Hot,3.4,Engineering Chemistry,Tufts
"Paquet, Nathan",2.8,2,Not Hot,3.5,English,Tufts
